entstanden;Verfasser;GNDVerfasser;Einheitstitel;Alternativtitel;Druckdatum;Druckort;Drucker1;GNDDrucker1;Drucker2;GNDDrucker2;Drucker3;GNDDrucker3;Drucker4;GNDDrucker4;Umfang;Format;Sprache;Anmerkung;USTCSubject;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;RIDf;Landf;Stadtf;Insitutionf;Signaturf;erstelltf;geändertf;IDa;Landa;Stadta;Insitutiona;Signatura;erstellta;geänderta;IDb;Landb;Stadtb;Insitutionb;Signaturb;erstelltb;geändertb;Idc;Landc;Stadtc;Insitutionc;Signaturc;erstelltc;geändertc;IDd;Landd;Stadtd;Insitutiond;Signaturd;erstelltd;geändertd;IDe;Lande;Stadte;Insitutione;Signature;erstellte;geänderte
16. Jh.;Victor von Carben;1198d8703;Propugnaculum fidei Christiane victoris de carben primum judei rabi et legisperiti. Nuc Christiani sacerdois. Instar dyalogi Christianum et judeum disputatores introducens;N/A;1d12-00-00;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [18];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;V 970;687898;Schreckenberg III (1994) d92-d9d;[1] http://explore.bl.uk/primo_library/libweb/action/dlDisplay.do?docId=BLL01017684716&vid=BLVU1&lang=en_US&institution=BL. [2] https://books.google.de/books?id=JhdlAAAAcAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;Großbritanien;London;British Library;[1] General Reference Collection DRT Digital Store 1412.e.16. [2] UIN: BLL01017684716;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Victor von Carben;1198d8703;Ein schoen und seüberlich tractat von der edlen reinen und unbefleckten junckfrawschafft Marie der hymelischen Künigin mutter unsers Herren Jesu Christi;N/A;1d19-00-00;Strassburg;Matthias Schürer;104302844;N/A;N/A;N/A;N/A;N/A;N/A;ff. [23];4°;Deutsch;4. Auflage? Auch 1dd0 (= VD16 V 974 und U 186);Religious;N/A;N/A;N/A;N/A;V 973;646286;Schreckenberg III (1994) d92-d9d;urn:nbn:de:bvb:12-bsb10167180-d;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Polem. d29 z;03.0d.2013;2017-12-02;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Der joeden spiegel.;1d07-00-00;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [36];4°;Deutsch;Floerken 39-77;Religious;N/A;N/A;N/A;N/A;P 2299;633660;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Der jodenspeigel;1d07-00-00;Braunschweig;Hans Dorn;12210d214;N/A;N/A;N/A;N/A;N/A;N/A;ff. [36];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2298;6336d9;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Der Juden spiegel;1d07-00-00;Nürnberg;Wolfgang Huber;1037d41200;N/A;N/A;N/A;N/A;N/A;N/A;ff. [24];4°;Deutsch;Bogenkollation: A-F4;Religious;N/A;N/A;N/A;N/A;P 2300;63366d;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00003130-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 3340,6;24.0d.2006;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Der Juden spiegel;1d08-00-00;Köln;Martin von Werden;13736170X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [16];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2301;633666;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004140-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 f#Beibd.3;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Speculum adhortationis Iudaice ad Christum;1d07-00-00;Köln;Martin von Werden;13736170X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [20];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2302;694260;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb10909913-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 3340,d;2017-01-26;2021-06-28;urn:nbn:de:bvb:12-bsb00013411-6;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 e;23.0d.2008;2021-09-23;urn:nbn:de:bvb:12-bsb0002d299-6;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 P.lat. 90d#Beibd.1;2008-07-16;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Speculum adhortationis Iudaice ad Christum;1d07-00-00;Speyer;Conrad Hist;1290320d0;N/A;N/A;N/A;N/A;N/A;N/A;ff. [20];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2303;6942d9;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004066-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 d;2006-11-29;2021-09-23;http://data.onb.ac.at/rep/1071d1CA;Österreich;Wien;Nationalbibliothek (NB);32.E.18 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Speculum adhortationis Iudaice ad Christum;1d08-00-00;Köln;Martin von Werden;13736170X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [14];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2304;694261;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004092-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 f;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Ich heiß ein buchlin der Juden peicht in allen orten vindt man mich leicht vil neüer meren sind mir wol bekandt. Ich wil mich preyten in alle landt. Wer mich list dem wünsch ih hayl. Doch das ich den Juden nit werde zu tayl;1d08-00-00;Augsburg;Hans Froschauer;131600680;N/A;N/A;N/A;N/A;N/A;N/A;ff. [12];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 230d;6687d6;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Ich heyss ain buechlein der Juden peicht. In allen orten vindt man mich leicht vil newer meren seind mir wol bekant. Ich will mich prayten in alle landt. Wer mich lyst dem wünsch ich hayl. Doch das ich den Juden nit werde zu tayl;1d08-00-00;Augsburg;Jörg Nadler;1037d36681;N/A;N/A;N/A;N/A;N/A;N/A;ff. [10];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2306;6687d8;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004427-3;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 30,2;2006-11-29;2021-09-23;http://data.onb.ac.at/rep/10A89708;Österreich;Wien;Nationalbibliothek (NB);[1] MF 3987 NEU MIK [2] 20.T.81 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Ich heyß eyn buchliin der Juden beicht. In allen orten vint man mich leicht vill neuwe meren synt myr wall bekant. Ich will mich spreyden in alle landt. Wer mich lyst den wuschen ich heyl. Doch das ich den Juden nit werde tzu deyl;1d08-02-14;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [16];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2307;6687d9;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004097-d;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 f#Beibd.2;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Ich heysz ein buchlein der Juden peicht. In allen orten vindt man mich leicht. Vill newen meren synt mir woll bekant. Ich will mich preyten in allen landt. Wer mich lyst dem wunsch ich heyl. Doch das ich den Juden nit werde zu teyl;1d08-00-00;Nürnberg;Johannes Weissenburger;122900987;N/A;N/A;N/A;N/A;N/A;N/A;ff. [10];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2308;668760;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Ich heysch eyn boichelgyn der ioeden bicht. In allen orten vint men mich licht. Vil neuwer meren synt myr wail becant. Ich wil mich spreyden in alle landt. Wer mych lest. Den wuschen ich heyl. Doch dat ich den ioeden niet werde tzo deyl;1d08-00-00;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [12];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2309;6687d7;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Libellus de judaica confessione sive sabbato afflictionis. Per johannem pefferkorn factum ex judeo Christianum nuper editus;1d08-00-00;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [14];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2310;672d4d;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004094-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 f#Beibd.1;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Libellus de Iudaica confessione;1d08-00-00;Nürnberg;Johannes Weissenburger;122900987;N/A;N/A;N/A;N/A;N/A;N/A;ff. [10];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2311;672d46;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00014687-0;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 1d8d#Beibd.d;2008-03-20;2021-09-23;http://data.onb.ac.at/rep/1068AFF4;Österreich;Wien;Nationalbibliothek (NB);41.T.46 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Vaterunser, Ave Maria und Credo;N/A;1d08-00-00;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Latein;Nach Kirn, S. 202: Niedersächsische Staats- und Universitätsbibliothek (UB) Göttingen, 8° Theol pol d64782;N/A;N/A;N/A;N/A;N/A;N/A;N/A;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Osterbüchlein;In disem buchlein vindet jer ain entlichenn fuertrag wie die blinden Juden yr Ostern halten unnd besuenderlich wie das Abentmal gessen wirt. Weiter würdt außgetruckt das die Juden ketzer seyn des alten und newenn Testaments deßhalb sye schuldig seyn des gerichts nach dem gesatz Moysi;1d09-01-03;Augsburg;Erhard Oeglin;130d6267X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [14];4°;Deutsch;Lagenform: A - B4 C6;Religious;N/A;N/A;N/A;N/A;P 2290;66d464;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb0000d466-4;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 1d89#Beibd.8;2007-01-19;2021-09-23;urn:nbn:de:bvb:12-bsb10992790-4;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Polem. 3123;2007-01-19;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Osterbüchlein;In disem buchlein vindet yr ein entlichen furtrag. Wie die blinden Juden yr Ostern halten unnd besonderlich wie das Abentmal gessen wirt. Verer wurdt außgedruckt das die Juden ketzer seyn des Alten und Neuwen Testaments deßhalb sye schuldig seyn des gerichts nach dem gesetz Moysi;1d09-01-03;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [16];4°;Deutsch;Lagenform: A-D4. [VD16 P 2291 = P 2292 und USTC 66d466 = 66d46d? siehe Druckdatum];Religious;N/A;N/A;N/A;N/A;[1] P 2291 = [2] P 2292;[1] 66d466 = [2] 66d46d;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb10992789-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Polem. 3122;08.0d.2013;2021-08-19;urn:nbn:de:bvb:12-bsb00004416-3;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 18;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Osterbüchlein;In hoc libello comparatur absoluta explicatio quomodo ceci illi judei suu pascha serut: et maxie quo ritu paschalem eam cenam manducent. Exprimitur praeterea judeos esse hereticos et desertores veteris. et oppugnatores Novi Testamti. qua obrem judicii rei sunt secundum leg moysi;1d09-02-00;Köln;Heinrich von Neuss;136407978;N/A;N/A;N/A;N/A;N/A;N/A;ff. [16];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2293;66d820;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb000061d8-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2329 a;2007-01-18;2021-09-23;http://data.onb.ac.at/rep/102E4A9A;Österreich;Wien;Nationalbibliothek (NB);7.V.20.(4) ALT PRUNK;N/A;N/A;urn:nbn:de:hebis:30:2-33d690;Deutschland;Frankfurt am Main;Universitätsbibliothek (UB);Inc. oct. 462;2013-00-00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenfeind;Ich bin ain buchlinn der Juden veindt ist mein namen. Ir schalckhait sag ich unnd wil mich des nit schamenn. Die lang zeyt verborgen gewest ist als ich thun bedeütenn das wil ich yetz offenbarn allen Cristen leüten dann ich bin mit yren Hebraischen schrifften wol v°wart. Und dem verkerten geschlecht die warhait nit gespart;1d09-01-03;Augsburg;Erhard Oeglin;130d6267X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [13];4°;Deutsch;Lagenform: a4 b7. Angaben zur Kollatoion: VD16 P2313;Religious;N/A;N/A;N/A;N/A;[1] P 2312 = [2] P 2313 = [3] P 2314;[1] 664912 = [2] 664913 = [3] 664914;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb10903792-6;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 30,d [VD16 P 2312];1d.0d.2014;2020-10-02;urn:nbn:de:bvb:12-bsb11404d22-0;Deutschland;Bamberg;Staatsbibliothek;23 D 20#1 [VD 16 P 2313];2020-08-06;2020-12-11;urn:nbn:de:bvb:12-bsb00004387-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 17 zp [VD16 P 2312];2006-11-29;2021-09-23;urn:nbn:de:bvb:12-bsb0000d471-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 1d89 Beibd.7 [VD16 P 2313];2007-01-22;2021-09-23;urn:nbn:de:bvb:12-bsb11072404-0;Deutschland;Regensburg;Staatliche Bibliothek;999/4Theol.syst.9d8(2 [VD16 P 2313];08.0d.2013;31.0d.2018;http://data.onb.ac.at/rep/1033DE04;Österreich;Wien;Nationalbibliothek (NB);32.E.1d ALT PRUNK [VD16 P 2313];N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenfeind;Ich bin ein buchlin.der Juden veindt ist mein namen. Yr schalckheit sag ich und wil mich des nit schamen. Die lang zeit verborgen gewest als ich thu betewten das wil ich ytz offenbarn allen Cristen lewten;1d09-01-03;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [12];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 231d;66491d;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00006003-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 30,4#Beibd.1;2007-02-02;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenfeind;Hostis judeorum hic liber Inscribitur qui declarat nequicias eorum circa usuras et dolos etiam varios qui in huc usque di noti Christianis non fuerut habet etiam in se Hebraicas senttias ut ceci et maledicti judei tanto apertius vel ex suis scripturis confundantur;1d09-03-00;Köln;Heinrich von Neuss;136407978;N/A;N/A;N/A;N/A;N/A;N/A;ff. [12];4°;Latein;Lagenform: A-C4;Religious;N/A;N/A;N/A;N/A;P 2316;664310;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb0000d470-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 1d89#Beibd.;2007-01-22;2021-09-23;http://data.onb.ac.at/rep/1071F8D9;Österreich;Wien;Nationalbibliothek (NB);41.W.64 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Zu Lob und Ehre;Zu lob und ere des aller durchleichtigisten und großmechtigisten Fürsten und Herren. Herr Maximilian von Gottes gnaden Roemischen Kaiser zu allen zeiten merer deß Reichs Teüscher nacion Hungarn Dalmacia Croacia Künig Ertzhoertzog zu Osterrich hat durch Joannes Pfefferkorn etwan ain jud yetz Christen worden mit aller duemuetigkait unnd hoechster vererung so er hat dyß buechlin gemacht und sagt wie die k.ma.dem vorgemelten Pfefferkorn volmechtigen gewalt geben hat den Juden alle falsche buecher zenemen;1d10-00-00;Augsburg;Erhard Oeglin;130d6267X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [20];4°;Deutsch;Lagenform: AB8, C4. Das in Padua am 19. August 1d09 ausgestellte Mandat Kaiser Maximilians I. wird im dritten Abschnitt der Schrift wiedergegeben. dig. Faks. (Staatsbibliothek Bamberg 22/.23 D 20), Bildnr. 10-12.;Religious;N/A;N/A;N/A;N/A;P 229d;707771;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00003129-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 3340,8;24.0d.2006;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Zu Lob und Ehre;In lob und eer dem allerdurchleuchtigsten großmechtigsten Fursten und Heren Hern Maximilian von Gots genaden romschen Kaysers hat Johannes Pfefferkorn dyß buchlyn auffgericht und in.XVI.capitel getaylt;1d10-00-00;Köln;Heinrich von Neuss;136407978;N/A;N/A;N/A;N/A;N/A;N/A;ff. [24];4°;Deutsch;Das in Padua am 19. August 1d09 ausgestellte Mandat Kaiser Maximilians I. wird im dritten Abschnitt der Schrift wiedergegeben. dig. Faks. (BSB Res/4 P.lat. 1101 a Beibd.3), Bildnr. 10-12. Textwiedergabe des entsprechenden Teils in FLÖRKEN, S. 1d2-1d3 [1d09 Aug 19 Kaiser Maximilian: Mandat].;Political Tracts;N/A;N/A;N/A;N/A;P 2296;669021;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb0000619d-0;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 P.lat. 1101 a#Beibd.3;2007-01-31;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Zu Lob und Ehre;In Laudum et honorem illustrissimi Maximique principis et domini Maximiliani dei gratia Romanorum;1d10-03-00;Köln;Heinrich von Neuss;136407978;N/A;N/A;N/A;N/A;N/A;N/A;ff. [22];4°;Latein;N/A;Literature;N/A;N/A;N/A;N/A;P 2297;2212d18;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb000061d7-3;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2329 a#Beibd.1;2007-01-18;2021-09-23;http://data.onb.ac.at/rep/10ACEC1E;Österreich;Wien;Nationalbibliothek (NB);164873-B ALT MAG;N/A;N/A;urn:nbn:de:hbz:061:1-77323;Deutschland;Düsseldorf;Universitäts- und Landesbibliothek;20 NLAT220:INK;2d.08.2011;2d.08.2011;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
