entstanden;Verfasser;GNDVerfasser;Einheitstitel;Alternativtitel;Druckdatum;Druckort;Drucker1;GNDDrucker1;Drucker2;GNDDrucker2;Drucker3;GNDDrucker3;Drucker4;GNDDrucker4;Umfang;Format;Sprache;Anmerkung;USTCSubject;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;IDa;Landa;Stadta;Insitutiona;Signatura;erstellta;geänderta;IDb;Landb;Stadtb;Insitutionb;Signaturb;erstelltb;geändertb;Idc;Landc;Stadtc;Insitutionc;Signaturc;erstelltc;geändertc;IDd;Landd;Stadtd;Insitutiond;Signaturd;erstelltd;geändertd;IDe;Lande;Stadte;Insitutione;Signature;erstellte;geänderte;RIDf;Landf;Stadtf;Insitutionf;Signaturf;erstelltf;geändertf
16. Jh.;Victor von Carben;119858703;Propugnaculum fidei Christiane victoris de carben primum judei rabi et legisperiti. Nuc Christiani sacerdois. Instar dyalogi Christianum et judeum disputatores introducens;N/A;1512-00-00;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [18];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;V 970;687898;Schreckenberg III (1994) 592-595;[1] http://explore.bl.uk/primo_library/libweb/action/dlDisplay.do?docId=BLL01017684716&vid=BLVU1&lang=en_US&institution=BL. [2] https://books.google.de/books?id=Jh5lAAAAcAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;Großbritanien;London;British Library;[1] General Reference Collection DRT Digital Store 1412.e.16. [2] UIN: BLL01017684716;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Victor von Carben;119858703;Ein schoen und seüberlich tractat von der edlen reinen und unbefleckten junckfrawschafft Marie der hymelischen Künigin mutter unsers Herren Jesu Christi;N/A;1519-00-00;Strassburg;Matthias Schürer;104302844;N/A;N/A;N/A;N/A;N/A;N/A;ff. [23];4°;Deutsch;4. Auflage? Auch 1550 (= VD16 V 974 und U 186);Religious;N/A;N/A;N/A;N/A;V 973;646286;Schreckenberg III (1994) 592-595;urn:nbn:de:bvb:12-bsb10167180-5;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Polem. 529 z;2013-05-03;2017-12-02;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Der joeden spiegel.;1507-00-00;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [36];4°;Deutsch;Floerken 39-77;Religious;N/A;N/A;N/A;N/A;P 2299;633660;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Der jodenspeigel;1507-00-00;Braunschweig;Hans Dorn;122105214;N/A;N/A;N/A;N/A;N/A;N/A;ff. [36];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2298;633659;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Der Juden spiegel;1507-00-00;Nürnberg;Wolfgang Huber;1037541200;N/A;N/A;N/A;N/A;N/A;N/A;ff. [24];4°;Deutsch;Bogenkollation: A-F4;Religious;N/A;N/A;N/A;N/A;P 2300;633665;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00003130-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 3340,6;2006-05-24;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Der Juden spiegel;1508-00-00;Köln;Martin von Werden;13736170X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [16];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2301;633666;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004140-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 f#Beibd.3;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Speculum adhortationis Iudaice ad Christum;1507-00-00;Köln;Martin von Werden;13736170X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [20];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2302;694260;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb10909913-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 3340,5;2017-01-26;2021-06-28;urn:nbn:de:bvb:12-bsb00013411-6;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 e;2008-05-23;2021-09-23;urn:nbn:de:bvb:12-bsb00025299-6;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 P.lat. 905#Beibd.1;2008-07-16;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Speculum adhortationis Iudaice ad Christum;1507-00-00;Speyer;Conrad Hist;129032050;N/A;N/A;N/A;N/A;N/A;N/A;ff. [20];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2303;694259;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004066-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 d;2006-11-29;2021-09-23;http://data.onb.ac.at/rep/107151CA;Österreich;Wien;Nationalbibliothek (NB);32.E.18 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenspiegel;Speculum adhortationis Iudaice ad Christum;1508-00-00;Köln;Martin von Werden;13736170X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [14];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2304;694261;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004092-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 f;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Ich heiß ein buchlin der Juden peicht in allen orten vindt man mich leicht vil neüer meren sind mir wol bekandt. Ich wil mich preyten in alle landt. Wer mich list dem wünsch ih hayl. Doch das ich den Juden nit werde zu tayl;1508-00-00;Augsburg;Hans Froschauer;131600680;N/A;N/A;N/A;N/A;N/A;N/A;ff. [12];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2305;668756;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Ich heyss ain buechlein der Juden peicht. In allen orten vindt man mich leicht vil newer meren seind mir wol bekant. Ich will mich prayten in alle landt. Wer mich lyst dem wünsch ich hayl. Doch das ich den Juden nit werde zu tayl;1508-00-00;Augsburg;Jörg Nadler;1037536681;N/A;N/A;N/A;N/A;N/A;N/A;ff. [10];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2306;668758;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004427-3;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 30,2;2006-11-29;2021-09-23;http://data.onb.ac.at/rep/10A89708;Österreich;Wien;Nationalbibliothek (NB);[1] MF 3987 NEU MIK [2] 20.T.81 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Ich heyß eyn buchliin der Juden beicht. In allen orten vint man mich leicht vill neuwe meren synt myr wall bekant. Ich will mich spreyden in alle landt. Wer mich lyst den wuschen ich heyl. Doch das ich den Juden nit werde tzu deyl;1508-02-14;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [16];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2307;668759;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004097-5;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 f#Beibd.2;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Ich heysz ein buchlein der Juden peicht. In allen orten vindt man mich leicht. Vill newen meren synt mir woll bekant. Ich will mich preyten in allen landt. Wer mich lyst dem wunsch ich heyl. Doch das ich den Juden nit werde zu teyl;1508-00-00;Nürnberg;Johannes Weissenburger;122900987;N/A;N/A;N/A;N/A;N/A;N/A;ff. [10];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2308;668760;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Ich heysch eyn boichelgyn der ioeden bicht. In allen orten vint men mich licht. Vil neuwer meren synt myr wail becant. Ich wil mich spreyden in alle landt. Wer mych lest. Den wuschen ich heyl. Doch dat ich den ioeden niet werde tzo deyl;1508-00-00;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [12];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2309;668757;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Libellus de judaica confessione sive sabbato afflictionis. Per johannem pefferkorn factum ex judeo Christianum nuper editus;1508-00-00;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [14];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2310;672545;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004094-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2330 f#Beibd.1;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenbeichte;Libellus de Iudaica confessione;1508-00-00;Nürnberg;Johannes Weissenburger;122900987;N/A;N/A;N/A;N/A;N/A;N/A;ff. [10];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2311;672546;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00014687-0;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 1585#Beibd.5;2008-03-20;2021-09-23;http://data.onb.ac.at/rep/1068AFF4;Österreich;Wien;Nationalbibliothek (NB);41.T.46 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Vaterunser, Ave Maria und Credo;N/A;1508-00-00;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Latein;Nach Kirn, S. 202: Niedersächsische Staats- und Universitätsbibliothek (UB) Göttingen, 8° Theol pol 564782;N/A;N/A;N/A;N/A;N/A;N/A;N/A;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Osterbüchlein;In disem buchlein vindet jer ain entlichenn fuertrag wie die blinden Juden yr Ostern halten unnd besuenderlich wie das Abentmal gessen wirt. Weiter würdt außgetruckt das die Juden ketzer seyn des alten und newenn Testaments deßhalb sye schuldig seyn des gerichts nach dem gesatz Moysi;1509-01-03;Augsburg;Erhard Oeglin;13056267X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [14];4°;Deutsch;Lagenform: A - B4 C6;Religious;N/A;N/A;N/A;N/A;P 2290;665464;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00005466-4;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 1589#Beibd.8;2007-01-19;2021-09-23;urn:nbn:de:bvb:12-bsb10992790-4;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Polem. 3123;2007-01-19;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Osterbüchlein;In disem buchlein vindet yr ein entlichen furtrag. Wie die blinden Juden yr Ostern halten unnd besonderlich wie das Abentmal gessen wirt. Verer wurdt außgedruckt das die Juden ketzer seyn des Alten und Neuwen Testaments deßhalb sye schuldig seyn des gerichts nach dem gesetz Moysi;1509-01-03;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [16];4°;Deutsch;Lagenform: A-D4. [VD16 P 2291 = P 2292 und USTC 665466 = 665465? siehe Druckdatum];Religious;N/A;N/A;N/A;N/A;[1] P 2291 = [2] P 2292;[1] 665466 = [2] 665465;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb10992789-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Polem. 3122;2013-05-08;2021-08-19;urn:nbn:de:bvb:12-bsb00004416-3;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 18;2006-11-29;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Osterbüchlein;In hoc libello comparatur absoluta explicatio quomodo ceci illi judei suu pascha serut: et maxie quo ritu paschalem eam cenam manducent. Exprimitur praeterea judeos esse hereticos et desertores veteris. et oppugnatores Novi Testamti. qua obrem judicii rei sunt secundum leg moysi;1509-02-00;Köln;Heinrich von Neuss;136407978;N/A;N/A;N/A;N/A;N/A;N/A;ff. [16];4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;P 2293;665820;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00006158-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2329 a;2007-01-18;2021-09-23;http://data.onb.ac.at/rep/102E4A9A;Österreich;Wien;Nationalbibliothek (NB);7.V.20.(4) ALT PRUNK;N/A;N/A;urn:nbn:de:hebis:30:2-335690;Deutschland;Frankfurt am Main;Universitätsbibliothek (UB);Inc. oct. 462;2013-00-00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenfeind;Ich bin ain buchlinn der Juden veindt ist mein namen. Ir schalckhait sag ich unnd wil mich des nit schamenn. Die lang zeyt verborgen gewest ist als ich thun bedeütenn das wil ich yetz offenbarn allen Cristen leüten dann ich bin mit yren Hebraischen schrifften wol v°wart. Und dem verkerten geschlecht die warhait nit gespart;1509-01-03;Augsburg;Erhard Oeglin;13056267X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [13];4°;Deutsch;Lagenform: a4 b7. Angaben zur Kollatoion: VD16 P2313;Religious;N/A;N/A;N/A;N/A;[1] P 2312 = [2] P 2313 = [3] P 2314;[1] 664912 = [2] 664913 = [3] 664914;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb10903792-6;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 30,5 [VD16 P 2312];2014-05-15;2020-10-02;urn:nbn:de:bvb:12-bsb11404522-0;Deutschland;Bamberg;Staatsbibliothek;23 D 20#1 [VD 16 P 2313];2020-08-06;2020-12-11;urn:nbn:de:bvb:12-bsb00004387-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 17 zp [VD16 P 2312];2006-11-29;2021-09-23;urn:nbn:de:bvb:12-bsb00005471-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 1589 Beibd.7 [VD16 P 2313];2007-01-22;2021-09-23;urn:nbn:de:bvb:12-bsb11072404-0;Deutschland;Regensburg;Staatliche Bibliothek;999/4Theol.syst.958(2 [VD16 P 2313];2013-05-08;2018-05-31;http://data.onb.ac.at/rep/1033DE04;Österreich;Wien;Nationalbibliothek (NB);32.E.15 ALT PRUNK [VD16 P 2313];N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenfeind;Ich bin ein buchlin.der Juden veindt ist mein namen. Yr schalckheit sag ich und wil mich des nit schamen. Die lang zeit verborgen gewest als ich thu betewten das wil ich ytz offenbarn allen Cristen lewten;1509-01-03;Köln;Johannes Landen;118884719;N/A;N/A;N/A;N/A;N/A;N/A;ff. [12];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2315;664915;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00006003-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Jud. 30,4#Beibd.1;2007-02-02;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Judenfeind;Hostis judeorum hic liber Inscribitur qui declarat nequicias eorum circa usuras et dolos etiam varios qui in huc usque di noti Christianis non fuerut habet etiam in se Hebraicas senttias ut ceci et maledicti judei tanto apertius vel ex suis scripturis confundantur;1509-03-00;Köln;Heinrich von Neuss;136407978;N/A;N/A;N/A;N/A;N/A;N/A;ff. [12];4°;Latein;Lagenform: A-C4;Religious;N/A;N/A;N/A;N/A;P 2316;664310;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00005470-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);Rar. 1589#Beibd.;2007-01-22;2021-09-23;http://data.onb.ac.at/rep/1071F8D9;Österreich;Wien;Nationalbibliothek (NB);41.W.64 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Zu Lob und Ehre;Zu lob und ere des aller durchleichtigisten und großmechtigisten Fürsten und Herren. Herr Maximilian von Gottes gnaden Roemischen Kaiser zu allen zeiten merer deß Reichs Teüscher nacion Hungarn Dalmacia Croacia Künig Ertzhoertzog zu Osterrich hat durch Joannes Pfefferkorn etwan ain jud yetz Christen worden mit aller duemuetigkait unnd hoechster vererung so er hat dyß buechlin gemacht und sagt wie die k.ma.dem vorgemelten Pfefferkorn volmechtigen gewalt geben hat den Juden alle falsche buecher zenemen;1510-00-00;Augsburg;Erhard Oeglin;13056267X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [20];4°;Deutsch;Lagenform: AB8, C4. Das in Padua am 19. August 1509 ausgestellte Mandat Kaiser Maximilians I. wird im dritten Abschnitt der Schrift wiedergegeben. dig. Faks. (Staatsbibliothek Bamberg 22/.23 D 20), Bildnr. 10-12.;Religious;N/A;N/A;N/A;N/A;P 2295;707771;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00003129-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 3340,8;2006-05-24;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Zu Lob und Ehre;In lob und eer dem allerdurchleuchtigsten großmechtigsten Fursten und Heren Hern Maximilian von Gots genaden romschen Kaysers hat Johannes Pfefferkorn dyß buchlyn auffgericht und in.XVI.capitel getaylt;1510-00-00;Köln;Heinrich von Neuss;136407978;N/A;N/A;N/A;N/A;N/A;N/A;ff. [24];4°;Deutsch;Das in Padua am 19. August 1509 ausgestellte Mandat Kaiser Maximilians I. wird im dritten Abschnitt der Schrift wiedergegeben. dig. Faks. (BSB Res/4 P.lat. 1101 a Beibd.3), Bildnr. 10-12. Textwiedergabe des entsprechenden Teils in FLÖRKEN, S. 152-153 [1509 Aug 19 Kaiser Maximilian: Mandat].;Political Tracts;N/A;N/A;N/A;N/A;P 2296;669021;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00006195-0;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 P.lat. 1101 a#Beibd.3;2007-01-31;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Zu Lob und Ehre;In Laudum et honorem illustrissimi Maximique principis et domini Maximiliani dei gratia Romanorum;1510-03-00;Köln;Heinrich von Neuss;136407978;N/A;N/A;N/A;N/A;N/A;N/A;ff. [22];4°;Latein;N/A;Literature;N/A;N/A;N/A;N/A;P 2297;2212518;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00006157-3;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2329 a#Beibd.1;2007-01-18;2021-09-23;http://data.onb.ac.at/rep/10ACEC1E;Österreich;Wien;Nationalbibliothek (NB);164873-B ALT MAG;N/A;N/A;urn:nbn:de:hbz:061:1-77323;Deutschland;Düsseldorf;Universitäts- und Landesbibliothek;20 NLAT220:INK;2011-08-25;2011-08-25;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Pfefferkorn;118848801;Handspiegel;Handt spiegel. Wider und gegen die Jüden und Judischen Thalmudischen schrifftenn so sie uber das Cristenlich regiment singen und lesen welche pillich gotslesterer, ketzer und aberglauber des alten newen und des naturlichen gesetzen gezelt geheissen verthümbt und abgethan werden moegen;1511-00-00;Mainz;Johannes Schöffer;118795287;N/A;N/A;N/A;N/A;N/A;N/A;ff. [24];4°;Deutsch;N/A;Religious;N/A;N/A;N/A;N/A;P 2294;661559;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;urn:nbn:de:bvb:12-bsb00004425-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 Polem. 2328 o#Beibd.1;2006-11-29;2021-09-23;https://doi.org/10.3931/e-rara-29482;Schweiz;Basel;Universitätsbibliothek (UB);Aleph E VIII 41:6;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
